name,pIC50,ALogP,ALogP_MR,ES_Count_aaaC,ES_Count_aaCH,ES_Count_aaN,ES_Count_aaO,ES_Count_aasC,ES_Count_ddsN,ES_Count_dO,ES_Count_dssC,ES_Count_sCH3,ES_Count_sNH2,ES_Count_sOH,ES_Count_ssCH2,ES_Count_ssNH,ES_Count_ssO,ES_Count_sssCH,ES_Count_sssN,ES_Count_tCH,ES_Count_tsC,ES_Sum_aaaC,ES_Sum_aasC,ES_Sum_dssC,ES_Sum_sCH3,ES_Sum_ssCH2,ES_Sum_sssCH,LogD,Molecular_Mass,Molecular_Solubility,HBA_Count,NPlusO_Count,Num_AtomClasses,Num_Chains,Num_H_Donors_Lipinski,Num_Hydrogens,Num_Rings4,Num_Rings5,Num_Rings6,Num_RotatableBonds,Molecular_FractionalPolarSASA,Molecular_FractionalPolarSurfaceArea,Molecular_PolarSASA,Molecular_PolarSurfaceArea,BIC,CHI_3_C,CHI_3_P,CHI_V_2,CHI_V_3_C,CHI_V_3_P,CIC,IAC_Mean,IAC_Total,IC,JX,Kappa_2,Kappa_3,SIC,Dipole_mag,Dipole_X,Dipole_Y,Dipole_Z,Jurs_DPSA_1,Jurs_DPSA_3,Jurs_FNSA_1,Jurs_FNSA_2,Jurs_FNSA_3,Jurs_FPSA_2,Jurs_FPSA_3,Jurs_PNSA_1,Jurs_PNSA_2,Jurs_PNSA_3,Jurs_PPSA_1,Jurs_PPSA_3,Jurs_RASA,Jurs_RNCG,Jurs_RNCS,Jurs_RPCG,Jurs_RPCS,Jurs_SASA,Jurs_TASA,Jurs_TPSA,Jurs_WNSA_1,Jurs_WNSA_2,Jurs_WNSA_3,Jurs_WPSA_1,Jurs_WPSA_3,Energy,Minimized_Energy,RadOfGyration,Strain_Energy,PMI_X,Shadow_nu,Shadow_Xlength,Shadow_XY,Shadow_XYfrac,Shadow_XZfrac,Shadow_Ylength,Shadow_YZ,Molecular_Volume
CHEMBL3732705,5,3.074,101.036,2,2,2,0,4,0,0,0,2,0,1,6,2,0,1,1,0,0,1.617,3.202,0,4.07,4.508,0.542,3.073,349.167,-3.961,2,6,23,5,3,24,1,0,2,7,0.185,0.202,105.904,73.31,0.70762,1.40924,8.41819,6.4643,0.78504,4.5592,1.0629,1.60297,76.9426,3.52205,1.85388,8.5895,4.23323,0.76817,5.90017,-4.25702,4.04747,0.55475,-320.321,52.34,0.78095,-1.50597,-0.08169,0.13776,0.01013,445.19,-858.488,-46.5644,124.869,5.77568,0.82468,0.20551,11.0098,0.22796,1.76192,570.059,470.118,99.9413,253.785,-489.389,-26.5445,71.1827,3.29248,83.18,44.02,3.16504,39.16,206.564,3.90429,17.7768,98.6903,0.5006,0.68881,11.0899,35.4398,281.25
CHEMBL3732725,7.92,4.478,80.869,2,2,2,0,4,0,0,0,2,0,0,2,2,0,0,0,1,1,1.455,2.591,0,4.02,1.544,0,4.265,274.099,-3.858,2,4,19,4,2,15,0,0,2,4,0.154,0.172,75.2773,49.84,0.69029,1.06903,6.47241,4.35378,0.47673,2.9097,0.94736,1.5608,53.0674,3.30055,2.53964,7.1358,3.55555,0.77698,2.59909,2.53684,-0.56545,0.00027,-412.354,39.2204,0.91574,-1.28974,-0.07033,0.04843,0.00875,454.138,-639.61,-34.878,41.784,4.34239,0.89812,0.19211,2.39505,0.24944,2.22912,495.922,445.398,50.5239,225.217,-317.196,-17.2967,20.7216,2.15348,59.71,-2,2.76762,61.71,146.825,3.88604,13.6011,82.7608,0.57752,0.82608,10.5361,29.9186,216.77
CHEMBL3732814,4.3,2.654,80.887,2,2,2,0,4,0,0,0,4,0,0,2,2,2,0,0,0,0,1.528,2.781,0,7.26,1.567,0,2.654,276.159,-3.268,4,6,10,4,2,20,0,0,2,6,0.174,0.218,87.3387,68.3,0.57571,1,6.78968,4.17738,0.35875,2.85799,1.6,1.57838,63.1356,2.72192,2.4788,7.85204,3.8144,0.62979,2.35302,2.35302,-9.00E-05,0.00021,-149.842,40.9923,0.65522,-1.18333,-0.06381,0.26641,0.02111,316.253,-571.147,-30.7986,166.412,10.1937,0.83567,0.19185,3.28899,0.18555,1.52376,482.665,403.349,79.3162,152.644,-275.673,-14.8654,80.321,4.92014,32.17,-3.16,2.49156,35.33,150.128,3.48723,11.8582,81.4065,0.67908,0.82222,10.1092,28.1597,226.72
CHEMBL3732837,5,2.403,76.207,2,2,2,0,4,0,0,0,2,2,0,2,0,0,0,1,0,0,1.357,2.057,0,4.092,1.645,0,2.325,265.109,-2.971,2,5,16,5,4,16,0,0,2,3,0.321,0.284,145.291,81.06,0.62058,1.34318,6.62174,4.37438,0.60244,3.18052,1.30609,1.59836,54.3445,2.86382,2.53248,5.96982,2.96296,0.68678,0.93013,0.88935,0.27237,-0.00018,-266.678,48.7157,0.80331,-1.22136,-0.10102,0.11181,0.00979,353.145,-536.92,-44.4094,86.4664,4.30636,0.73879,0.19816,9.18842,0.25653,2.23058,439.611,324.784,114.827,155.246,-236.036,-19.5229,38.0116,1.89312,54.97,10.94,2.50037,44.03,90.5103,3.79552,13.4986,75.0112,0.63469,0.82107,8.75535,24.4937,209.91
CHEMBL3732863,6.26,5.377,126.827,2,11,2,0,7,0,1,1,2,0,0,2,2,1,0,0,0,0,1.314,4.667,-0.151,3.555,1.136,0,5.377,446.151,-7.938,4,6,30,6,2,23,0,0,4,7,0.156,0.169,108.147,76.14,0.69147,1.81161,11.6418,7.58289,0.79904,5.27148,1.14859,1.59702,87.8364,3.8514,1.63141,12.1094,6.37207,0.77028,10.9935,10.933,-1.15174,-0.00036,-385.772,53.6296,0.78509,-1.85155,-0.06486,0.20578,0.01441,531.171,-1252.7,-43.8761,145.399,9.7535,0.88305,0.14743,2.30636,0.25398,2.02432,676.57,597.451,79.1187,359.374,-847.539,-29.6853,98.3724,6.59892,60.14,-4.26,4.7768,64.4,193.799,5.9844,20.9454,128.11,0.57897,0.84656,10.5641,30.0757,336.13
CHEMBL3732931,6.25,2.944,89.909,2,2,2,0,4,0,1,1,2,1,0,2,2,0,0,0,0,2,1.28,2.215,-0.711,3.962,1.453,0,2.743,317.104,-5.228,3,6,22,5,4,16,0,0,2,6,0.292,0.281,154.648,92.93,0.69504,1.47728,7.06283,4.8237,0.53566,3.07456,1,1.716,65.2082,3.45943,2.49127,8.74089,4.99671,0.77575,4.70648,4.7034,-0.17018,-0.00038,-475.108,67.4109,0.90725,-1.69054,-0.103,0.07984,0.01257,529.21,-986.11,-60.0776,54.1019,7.33336,0.70438,0.17079,9.75016,0.33136,3.20135,583.312,410.875,172.436,308.694,-575.209,-35.044,31.5583,4.27763,146.86,0.78,3.53489,146.08,193.515,5.08078,17.7827,97.9474,0.51685,0.83458,10.6568,30.1613,253.47
CHEMBL3732943,5.7,4.695,101.688,2,2,2,0,4,0,0,0,3,0,1,4,2,0,1,0,0,2,1.42,2.568,0,6.025,3.035,-0.638,4.494,346.156,-6.19,2,5,24,5,3,23,0,0,2,8,0.188,0.187,110.779,70.07,0.71786,1.35771,7.75976,5.78325,0.56802,3.68975,0.97957,1.57372,73.9651,3.60538,2.3801,10.2222,5.7619,0.78635,3.39086,-2.53596,2.25098,-0.00146,-542.843,59.6745,0.91751,-1.71391,-0.08314,0.0569,0.00866,596.462,-1114.18,-54.0414,53.6188,5.63312,0.84534,0.20359,9.33677,0.20783,2.0581,650.081,549.543,100.538,387.748,-724.307,-35.1313,34.8566,3.66198,158.43,0.39,3.80261,158.04,234.198,5.79262,20.2742,110.506,0.46676,0.84422,11.6773,33.5585,296.35
CHEMBL3732983,7.12,3.029,82.425,2,4,3,0,5,0,0,0,2,0,0,1,1,1,0,0,0,0,1.428,3.396,0,3.582,0.745,0,3.026,303.089,-4.147,4,6,21,4,2,14,0,1,2,4,0.205,0.249,101.767,75.72,0.71357,1.20511,7.72652,4.82079,0.54682,3.34905,0.85714,1.75169,61.3093,3.53517,2.14593,7.05078,3.3471,0.80485,4.23892,4.23889,-0.01428,0.00062,-146.438,42.0258,0.6537,-1.07135,-0.06973,0.25523,0.01849,311.4,-510.348,-33.2159,164.962,8.80989,0.85052,0.21213,3.22755,0.18013,1.43574,476.362,405.156,71.2066,148.339,-243.111,-15.8228,78.5819,4.1967,55.89,14.32,2.83872,41.57,157.761,3.67962,12.8787,83.5172,0.65353,0.82051,9.92277,28.0153,222.6
CHEMBL3733024,6.91,4.036,97.317,2,2,2,0,4,0,0,0,3,0,1,3,2,0,1,0,0,2,1.446,2.647,0,5.721,1.921,-0.455,3.845,332.14,-5.753,2,5,23,5,3,21,0,0,2,7,0.196,0.196,110.779,70.07,0.73413,1.47728,7.30442,5.56437,0.6593,3.37472,0.86956,1.60203,70.4895,3.65399,2.39478,9.4746,5.5,0.80776,3.4681,-2.81588,2.0244,-0.01899,-439.654,59.8885,0.85828,-1.55846,-0.08733,0.09527,0.01028,526.603,-956.197,-53.5787,86.9494,6.3098,0.8225,0.21608,11.6227,0.21326,2.11189,613.553,504.648,108.904,323.099,-586.677,-32.8734,53.3481,3.87139,160.98,11.01,3.63004,149.97,179.911,5.47959,19.1786,104.861,0.51311,0.83564,10.6557,30.235,280.57
CHEMBL3733193,5.34,4.771,102.659,4,8,3,0,5,0,0,0,2,0,0,1,1,1,0,0,0,0,3.435,3.449,0,3.608,0.735,0,4.78,364.109,-6.842,4,5,26,4,1,17,0,0,4,4,0.14,0.165,80.4463,59.93,0.66377,1.53845,9.90693,6.25051,0.6947,4.44131,1.16786,1.61404,69.4039,3.53257,1.88485,8.56632,4.07756,0.75154,5.12693,5.12599,0.09815,0.00025,-256.335,41.1077,0.73301,-1.28386,-0.05969,0.20508,0.01505,403.183,-706.162,-32.8261,146.848,8.28168,0.89121,0.19849,3.02009,0.17278,1.46065,550.031,490.198,59.8333,221.763,-388.411,-18.0554,80.7709,4.55518,55.01,-3.45,3.52427,58.46,188.412,4.62958,16.2036,102.074,0.60834,0.83739,10.355,29.3503,272.34
CHEMBL3733215,6.18,3.697,97.406,2,2,2,0,4,0,0,0,1,0,2,5,1,0,0,0,0,4,1.29,2.237,0,1.962,1.475,0,3.807,343.109,-6.081,2,5,24,4,3,18,0,0,2,8,0.225,0.217,131.193,78.27,0.65066,1.06903,7.6455,5.22988,0.47673,3.31343,1.26102,1.65726,69.6051,3.32393,2.44421,10.8711,6.0464,0.72496,1.5274,0.55672,1.42233,0.00102,-272.866,83.0278,0.7083,-1.41157,-0.10998,0.21939,0.01678,463.914,-924.517,-72.0319,191.047,10.996,0.75713,0.19836,11.0949,0.19986,1.78612,654.961,495.892,159.068,303.845,-605.522,-47.178,125.128,7.20193,174.93,41.31,4.03989,133.62,224.46,6.33265,22.1643,110.117,0.41801,0.83383,11.8851,33.8176,286.74
CHEMBL3733228,5.7,2.738,98.595,2,6,3,0,5,0,0,0,3,0,0,2,2,2,0,0,0,0,1.471,3.769,0,5.228,1.38,0,2.739,339.17,-4.512,5,7,23,4,2,21,0,0,3,7,0.176,0.221,101.564,81.19,0.62008,1.20412,8.80066,5.35607,0.4766,3.72308,1.45058,1.5908,73.1769,3.19326,1.8992,9.79629,5.04166,0.68763,5.65285,5.33248,1.876,0.00024,-22.2278,47.3289,0.51986,-1.10294,-0.06145,0.40999,0.02316,290.805,-616.959,-34.3704,268.577,12.9584,0.82382,0.16331,2.86975,0.16828,1.34128,559.382,460.832,98.5501,162.671,-345.116,-19.2262,150.237,7.24871,44.8,-4.17,3.32006,48.97,212.308,4.73386,16.1094,99.3823,0.4978,0.83676,12.3927,34.9927,267.53
CHEMBL3733318,7.01,3.246,80.09,2,2,2,0,4,1,2,0,2,0,0,2,2,0,0,0,0,0,0.941,1.049,0,3.885,1.368,0,2.791,295.084,-4.156,2,7,20,5,2,14,0,0,2,5,0.31,0.318,148.258,95.66,0.69476,1.37178,6.69991,4.43812,0.50638,2.92069,0.99999,1.85416,63.0416,3.32192,2.50484,7.31985,3.8144,0.76862,8.83805,8.83615,0.18321,-0.00052,-346.611,66.7382,0.86308,-1.77999,-0.12413,0.18477,0.01569,411.964,-849.618,-59.2485,65.353,7.48966,0.72638,0.20862,8.0024,0.42426,1.39192,477.317,346.714,130.603,196.637,-405.537,-28.2803,31.1941,3.57494,34.62,-2.54,2.74209,37.16,148.793,3.7565,13.1478,81.0511,0.61021,0.81818,10.1023,28.5792,215.06
CHEMBL3733323,6.99,3.206,99.188,2,2,2,0,4,0,0,0,2,0,1,5,2,1,0,0,0,2,1.428,2.605,0,4.012,1.993,0,3.015,348.135,-5.252,3,6,24,4,3,21,0,0,2,9,0.197,0.213,116.81,79.3,0.67841,1.06903,7.6265,5.28741,0.47673,3.38711,1.17769,1.67573,75.4078,3.40726,2.26007,10.8711,6.0464,0.74313,4.93924,-0.93837,4.84928,0.00075,-352.688,73.192,0.77059,-1.63166,-0.09222,0.18825,0.02009,502.193,-1063.35,-60.096,149.505,13.096,0.79839,0.18603,10.3654,0.17472,1.73024,651.697,520.31,131.387,327.278,-692.98,-39.1644,97.4318,8.53462,144.73,4.44,4.06641,140.29,250.078,6.24395,21.8538,110.188,0.40821,0.83838,12.3516,35.4057,290.86
