name,pIC50,ALogP,ALogP_MR,ES_Count_aaaC,ES_Count_aaCH,ES_Count_aaN,ES_Count_aaO,ES_Count_aasC,ES_Count_ddsN,ES_Count_dO,ES_Count_dssC,ES_Count_sCH3,ES_Count_sNH2,ES_Count_sOH,ES_Count_ssCH2,ES_Count_ssNH,ES_Count_ssO,ES_Count_sssCH,ES_Count_sssN,ES_Count_tCH,ES_Count_tsC,ES_Sum_aaaC,ES_Sum_aasC,ES_Sum_dssC,ES_Sum_sCH3,ES_Sum_ssCH2,ES_Sum_sssCH,LogD,Molecular_Mass,Molecular_Solubility,HBA_Count,NPlusO_Count,Num_AtomClasses,Num_Chains,Num_H_Donors_Lipinski,Num_Hydrogens,Num_Rings4,Num_Rings5,Num_Rings6,Num_RotatableBonds,Molecular_FractionalPolarSASA,Molecular_FractionalPolarSurfaceArea,Molecular_PolarSASA,Molecular_PolarSurfaceArea,BIC,CHI_3_C,CHI_3_P,CHI_V_2,CHI_V_3_C,CHI_V_3_P,CIC,IAC_Mean,IAC_Total,IC,JX,Kappa_2,Kappa_3,SIC,Dipole_mag,Dipole_X,Dipole_Y,Dipole_Z,Jurs_DPSA_1,Jurs_DPSA_3,Jurs_FNSA_1,Jurs_FNSA_2,Jurs_FNSA_3,Jurs_FPSA_2,Jurs_FPSA_3,Jurs_PNSA_1,Jurs_PNSA_2,Jurs_PNSA_3,Jurs_PPSA_1,Jurs_PPSA_3,Jurs_RASA,Jurs_RNCG,Jurs_RNCS,Jurs_RPCG,Jurs_RPCS,Jurs_SASA,Jurs_TASA,Jurs_TPSA,Jurs_WNSA_1,Jurs_WNSA_2,Jurs_WNSA_3,Jurs_WPSA_1,Jurs_WPSA_3,Energy,Minimized_Energy,RadOfGyration,Strain_Energy,PMI_X,Shadow_nu,Shadow_Xlength,Shadow_XY,Shadow_XYfrac,Shadow_XZfrac,Shadow_Ylength,Shadow_YZ,Molecular_Volume
CHEMBL3731179,7.18,3.746,92.896,2,2,2,0,4,0,0,0,3,0,0,3,2,1,0,0,0,2,1.489,2.74,0,5.64,1.904,0,3.555,318.125,-5.542,3,5,22,4,2,19,0,0,2,7,0.147,0.171,81.308,59.07,0.66229,1.06903,7.1265,4.94423,0.47673,3.19376,1.19384,1.6329,66.949,3.26558,2.41901,9.33333,4.99671,0.73228,2.18733,2.16265,0.32768,0.00021,-294.635,50.0031,0.74635,-1.29053,-0.06541,0.18243,0.01821,446.313,-771.726,-39.1104,151.678,10.8927,0.86844,0.2151,5.25481,0.19934,1.78147,597.992,519.32,78.6714,266.892,-461.486,-23.3877,90.7025,6.51377,138.49,0.7,3.50558,137.79,175.357,5.46914,19.142,100.375,0.49344,0.83622,10.6268,30.0766,265.48
CHEMBL3731180,6.59,4.383,101.923,2,2,2,0,4,0,1,1,3,0,0,4,2,1,0,0,0,2,1.377,2.484,-0.282,5.73,1.845,0,4.192,360.135,-5.969,4,6,25,5,2,21,0,0,2,9,0.18,0.198,108.147,76.14,0.69954,1.35771,8.16679,5.52546,0.53566,3.57125,1.07019,1.66927,76.7865,3.57366,2.25203,10.9827,6.28231,0.76954,9.65878,9.58953,-1.15455,0.00044,-426.733,62.2507,0.81813,-1.62156,-0.07493,0.17909,0.01788,548.704,-1087.54,-50.253,121.971,11.9977,0.81679,0.15282,3.17668,0.26548,2.62895,670.674,547.805,122.87,368.002,-729.384,-33.7034,81.8027,8.04657,166.81,5.06,4.36811,161.75,186.962,6.40228,22.408,114.679,0.47902,0.84464,10.6837,30.1607,301.15
CHEMBL3731199,5.85,5.18,97.456,4,7,2,1,5,0,0,0,2,0,0,1,1,1,0,0,0,0,3.226,3.057,0,3.588,0.72,0,5.18,353.093,-6.61,4,5,25,4,1,16,0,1,3,4,0.15,0.174,82.9594,60.18,0.64241,1.53845,9.60418,5.98229,0.66467,4.2363,1.26039,1.66327,68.1941,3.38346,1.88095,7.93499,3.70408,0.72858,2.80454,2.80397,0.05629,-0.00017,-302.976,42.3694,0.77796,-1.37864,-0.06256,0.19334,0.01518,423.981,-751.335,-34.0939,121.005,8.27553,0.8897,0.19618,2.98493,0.15478,1.23365,544.985,484.876,60.1088,231.063,-409.466,-18.5806,65.9457,4.51004,67.12,17.88,3.42606,49.24,197.483,4.53322,15.8663,98.1145,0.5743,0.83611,10.7675,30.5522,261.02
CHEMBL3731202,5.24,5.218,108.159,2,6,2,0,6,0,0,0,2,0,1,2,2,0,0,0,0,2,1.419,3.475,0,4.018,1.496,0,5.197,366.125,-6.854,2,5,26,5,3,19,0,0,3,6,0.185,0.187,110.779,70.07,0.7172,1.56183,8.93873,6.00977,0.6346,3.94185,0.92307,1.59964,71.9842,3.77736,1.99183,9.97229,5.5177,0.80361,5.27103,-2.81608,4.45573,0.00012,-541.086,58.7534,0.91329,-1.69905,-0.08183,0.05856,0.00793,597.844,-1112.2,-53.5599,56.7587,5.19355,0.83726,0.19396,10.1836,0.21226,2.10199,654.603,548.078,106.525,391.35,-728.049,-35.0605,37.1544,3.39971,193.24,-0.71,4.33236,193.95,235.814,5.81943,20.368,114.414,0.47989,0.84422,11.7053,33.4076,295.32
CHEMBL3731276,5.72,5.25,93.542,2,6,2,0,6,0,0,0,2,0,0,1,1,1,0,0,0,0,1.432,4.179,0,3.59,0.741,0,5.25,347.059,-6.451,3,4,21,5,1,15,0,0,3,4,0.122,0.139,66.2207,47.04,0.68693,1.49379,8.3872,5.77714,0.7358,3.94702,1.04347,1.69937,64.5761,3.48008,2.14531,7.92,3.9837,0.76932,3.32815,3.31154,-0.3321,0.00048,-306.321,38.1351,0.78847,-1.1958,-0.05887,0.14386,0.01295,418.631,-634.896,-31.255,112.31,6.88012,0.92479,0.22923,3.48779,0.19507,1.60191,530.941,491.011,39.9299,222.268,-337.092,-16.5945,59.6298,3.65293,44.43,-2.5,3.16225,46.93,193.799,4.51928,15.8183,94.5835,0.55136,0.83472,10.8447,30.7501,250.38
CHEMBL3731422,9,3.337,88.145,2,2,2,0,4,0,0,0,2,0,1,3,2,0,0,0,0,2,1.408,2.537,0,4.003,1.303,0,3.146,304.109,-4.877,2,5,21,4,3,17,0,0,2,6,0.211,0.218,110.779,70.07,0.69716,1.06903,6.8765,4.66934,0.47673,3.05631,0.98832,1.6666,63.331,3.40398,2.48791,8.58501,4.48753,0.77498,2.83595,0.8983,2.68992,0.00045,-390.719,60.3071,0.84959,-1.47919,-0.09227,0.10217,0.01565,474.77,-826.601,-51.5611,84.0511,8.74605,0.8009,0.22031,12.417,0.21106,2.09005,558.821,447.564,111.257,265.311,-461.922,-28.8134,46.9695,4.88747,126.77,18.61,3.25092,108.16,191.953,4.81645,16.8576,94.3431,0.52874,0.83856,10.5844,29.8228,250.38
CHEMBL3731442,5.23,2.962,98.517,2,2,2,0,4,0,2,2,2,0,1,5,2,0,0,0,0,0,1.256,2.335,-1.164,3.94,1.293,0,1.302,364.13,-4.688,4,7,25,6,3,21,0,0,2,9,0.281,0.277,164.457,104.21,0.67382,1.76595,7.88996,5.9302,0.67324,3.87801,1.23019,1.7305,79.6034,3.41366,2.24759,10.3641,6.28231,0.73509,5.79894,5.76765,-0.60159,0.00084,-361.014,69.8437,0.8057,-1.7377,-0.10283,0.1946,0.01546,475.739,-1026.05,-60.7126,114.725,9.13116,0.70449,0.15381,6.95501,0.2582,2.55689,590.464,415.979,174.485,280.906,-605.844,-35.8486,67.7409,5.39161,34.76,-1.96,3.49658,36.72,243.842,5.22661,18.2931,104.235,0.46988,0.83876,12.1264,34.6342,282.63
CHEMBL3731538,5.93,5.471,80.339,2,2,2,0,4,0,0,0,2,0,0,2,2,1,0,0,0,0,0.623,0.279,0,3.774,1.221,0,5.464,334.081,-5.182,3,5,20,6,2,14,0,0,2,6,0.16,0.182,81.308,59.07,0.65227,2.62969,6.82259,4.70782,0.57797,2.92738,1.30704,1.99871,71.9537,3.15239,2.38633,7.71349,4.99671,0.7069,11.0455,10.5987,3.10792,-0.11124,-438.446,48.1006,0.92626,-1.75047,-0.08526,0.08692,0.00827,476.365,-900.237,-43.8441,37.9196,4.25654,0.89616,0.14317,1.72232,0.44719,0,514.285,460.885,53.4001,244.988,-462.979,-22.5483,19.5015,2.18907,36.17,-2.26,2.93776,38.43,206.982,2.79264,14.5634,84.1033,0.54561,0.61796,10.5843,34.9845,236.32
CHEMBL3731566,7.38,4.115,97.5,2,2,2,0,4,0,0,0,2,0,1,5,2,0,0,0,0,2,1.478,2.731,0,4.028,2.97,0,3.924,332.14,-5.742,2,5,23,4,3,21,0,0,2,8,0.193,0.197,110.779,70.07,0.67941,1.06903,7.3765,5.33838,0.47673,3.43714,1.14194,1.60203,70.4895,3.38162,2.35579,10.0957,5.5,0.74755,6.42261,-3.36683,5.46941,0.00039,-394.628,59.6297,0.81665,-1.47262,-0.08513,0.1156,0.01056,508.87,-917.606,-53.0454,114.242,6.58432,0.8249,0.21976,12.0087,0.22739,2.25184,623.112,514.007,109.105,317.083,-571.772,-33.0532,71.1855,4.10277,136.39,2.41,3.71752,133.98,233.585,5.74556,20.1095,105.382,0.44026,0.84048,11.9029,33.8682,279.54
CHEMBL3731570,6.68,4.559,119.068,2,9,2,1,7,0,1,1,2,0,0,2,2,1,0,0,0,0,1.294,4.214,-0.204,3.54,0.982,0,4.559,436.13,-7.242,5,7,31,6,2,21,0,1,3,7,0.186,0.205,124.886,89.28,0.70122,1.81161,11.3918,7.17666,0.76452,4.97886,1.08096,1.68052,87.3874,3.87323,1.64233,11.4215,5.92592,0.7818,4.92432,4.8499,0.85291,-2.00E-05,-258.368,56.9973,0.6968,-1.68179,-0.06705,0.3338,0.01978,457.385,-1103.93,-44.0114,199.018,12.9859,0.84322,0.14406,2.25361,0.22096,1.76115,656.403,553.493,102.91,300.229,-724.623,-28.8892,130.636,8.52399,68.7,12.72,4.60836,55.98,187.858,5.86738,20.5359,122.879,0.56658,0.84627,10.5609,30.0664,321.04
CHEMBL3731664,7.82,3.314,96.211,2,6,3,0,5,0,0,0,1,0,0,2,2,0,0,0,0,1,1.257,3.065,0,1.988,1.288,0,3.178,338.105,-5.448,3,6,24,4,2,15,0,0,3,5,0.236,0.25,129.939,86.52,0.6947,1.27315,8.48339,5.50574,0.59458,3.71317,0.97957,1.60335,62.5307,3.60538,1.91959,9.08734,4.8034,0.78635,9.79995,9.46153,2.5531,0.00138,-258.633,51.5593,0.72282,-1.25373,-0.07278,0.21952,0.01606,419.489,-727.595,-42.2362,160.856,9.32312,0.87299,0.15599,1.94479,0.18143,1.70906,580.346,506.638,73.708,243.449,-422.257,-24.5116,93.3524,5.41063,103.85,-2.68,3.81258,106.53,236.941,4.93468,17.2714,101.475,0.47089,0.8378,12.4767,35.4663,256.9
CHEMBL3731721,7.11,5.738,103.899,4,7,2,0,5,0,0,0,2,0,0,1,1,1,0,0,0,0,3.941,3.824,0,3.639,0.766,0,5.738,369.07,-7.564,3,4,25,4,1,16,0,1,3,4,0.191,0.21,109.035,75.28,0.64241,1.53845,9.60418,7.06607,0.90037,5.35912,1.26039,1.71205,70.1941,3.38346,1.88418,7.93499,3.70408,0.72858,5.19462,5.15418,0.64694,-0.00026,-325.611,38.129,0.7985,-1.27971,-0.0573,0.14198,0.01261,435.506,-697.952,-31.2475,109.894,6.88149,0.92638,0.21693,3.30058,0.18905,1.50681,545.4,505.251,40.1486,237.525,-380.663,-17.0424,59.9364,3.75316,66.28,10.23,3.47833,56.05,197.613,4.46289,16.0664,100.576,0.58161,0.84015,10.7631,31.4206,269.94
CHEMBL3731820,5.38,2.472,85.848,2,2,2,0,4,0,1,1,3,0,0,2,3,0,0,0,0,0,1.34,2.341,-0.181,5.421,1.487,0,2.258,307.12,-4.204,3,6,21,5,3,18,0,0,2,5,0.226,0.245,117.204,78.94,0.68463,1.47728,6.72218,4.89063,0.57879,3.06489,1.08356,1.69639,66.1594,3.30875,2.44484,8.02222,4.48753,0.7533,3.92443,3.83072,-0.8525,-0.00021,-305.514,47.3376,0.79764,-1.4197,-0.07899,0.16502,0.01324,409.37,-728.624,-40.5377,103.856,6.79991,0.78335,0.15972,1.29262,0.261,2.45857,513.227,402.041,111.186,210.1,-373.949,-20.805,53.3018,3.48989,37.68,0.55,2.75751,37.13,178.846,4.133,14.4655,87.2544,0.60273,0.82343,10.0075,28.3872,237.69
CHEMBL3731887,5.05,3.187,103.286,2,2,2,0,4,0,2,2,3,0,0,5,2,1,0,0,0,0,1.306,2.45,-0.486,5.265,1.758,0,2.986,378.146,-5.035,5,7,26,6,2,23,0,0,2,10,0.22,0.233,134.986,93.21,0.66782,1.64638,8.50233,6.11259,0.66761,4.09594,1.28883,1.69929,83.2653,3.4116,2.18974,11.1111,6.54222,0.7258,8.42516,8.21597,-1.86581,0.0009,-255.308,60.0475,0.70815,-1.51839,-0.07857,0.30625,0.01935,434.279,-931.152,-48.1787,178.971,11.8688,0.78309,0.14893,3.47887,0.24868,2.22235,613.25,480.233,133.018,266.322,-571.029,-29.5456,109.754,7.27854,35.02,-2.12,3.68687,37.14,251.369,5.73602,20.0761,109.093,0.43979,0.84268,12.3557,35.3401,299.09
CHEMBL3731901,6.29,4.842,115.923,2,2,2,0,4,0,0,0,5,0,0,6,2,1,1,1,0,0,1.506,2.658,0,10.245,6.321,0.304,3.743,393.23,-5.786,3,6,25,6,2,32,0,0,2,11,0.115,0.139,76.4331,62.31,0.74297,1.56183,8.98205,7.04831,0.82572,4.96641,0.99092,1.50894,89.0277,3.76396,2.07293,11.87,6.77953,0.79159,12.6411,9.30785,8.54556,0.36717,-435.923,43.832,0.83021,-1.69601,-0.05575,0.11779,0.01065,547.991,-1119.46,-36.7974,112.068,7.03457,0.90803,0.17018,2.66226,0.20703,1.30011,660.059,599.36,60.6993,361.707,-738.912,-24.2885,73.9716,4.64323,35.43,0.23,3.71734,35.2,302.041,3.64195,19.8321,114.373,0.44415,0.61214,12.9844,43.5502,332.02
CHEMBL3731908,5.64,4.353,94.504,2,5,2,0,7,0,0,0,2,0,0,2,1,3,0,0,0,0,1.404,4.817,0,3.587,0.958,0,4.353,357.088,-5.048,5,6,25,4,1,16,0,1,3,4,0.141,0.19,78.2821,65.5,0.68858,1.53845,9.65693,5.90186,0.66467,4.2234,1.07019,1.73393,71.0912,3.57366,1.82458,7.93499,3.70408,0.76954,2.30947,0.45657,-2.2639,0.00011,-199.459,54.4201,0.68468,-1.35132,-0.07109,0.32109,0.02968,369.735,-729.727,-38.3887,170.276,16.0314,0.83438,0.17615,2.64236,0.15573,7.74853,540.011,450.58,89.4314,199.661,-394.061,-20.7304,91.9509,8.65713,61.37,8.28,3.37663,53.09,226.451,4.40948,15.4332,97.9,0.56072,0.83618,11.3129,32.1083,261.7
CHEMBL3731979,6.5,4.527,86.809,2,2,2,0,4,0,0,0,2,0,0,3,2,1,0,0,1,1,1.397,2.387,0,4.01,1.677,0,4.495,304.109,-3.807,3,5,21,4,2,17,0,0,2,6,0.153,0.184,81.308,59.07,0.63864,1.06903,6.8765,4.65282,0.46349,3.0127,1.27404,1.6666,63.331,3.11827,2.3989,8.58501,4.48753,0.70993,2.39212,2.28111,-0.72028,0.00021,-405.905,48.3875,0.86748,-1.50433,-0.07269,0.10027,0.01493,479.088,-830.793,-40.139,73.1824,8.24851,0.88756,0.1913,2.21371,0.18947,1.83055,552.27,490.174,62.0957,264.586,-458.822,-22.1676,40.4165,4.5554,74.05,7.63,3.09491,66.42,190.997,4.7654,16.6789,92.7775,0.53189,0.83664,10.458,29.7735,243.87
CHEMBL3731998,5.32,4.443,101.725,2,2,2,0,4,0,0,0,4,0,1,3,2,0,0,0,0,2,1.405,2.532,0,7.577,2.043,0,4.242,346.156,-6.143,2,5,24,6,3,23,0,0,2,7,0.192,0.184,110.779,70.07,0.68468,2.27614,8.09704,6.08685,1.00248,3.9091,1.14624,1.57372,73.9651,3.43872,2.45901,9.08734,5.49702,0.74999,1.73033,-0.72594,1.19727,-1.01667,-541.194,52.9031,0.92619,-1.69525,-0.07578,0.05148,0.00754,588.05,-1076.32,-48.1128,46.8561,4.7903,0.85784,0.20644,7.29945,0.20552,2.0849,634.906,544.649,90.2565,373.356,-683.362,-30.5471,29.7492,3.04139,171.4,13.42,3.64953,157.98,212.346,3.65147,19.1682,105.935,0.49832,0.62268,11.0904,36.8098,304.58
CHEMBL3732027,7.42,3.23,78.503,2,2,2,0,4,0,0,0,2,0,0,2,2,0,0,0,0,1,1.319,2.172,0,3.983,1.499,0,3.016,275.094,-4.216,2,5,19,4,2,14,0,0,2,4,0.244,0.252,115.714,73.63,0.69029,1.06903,6.47241,4.32125,0.47673,2.87465,0.94736,1.61959,53.4467,3.30055,2.53313,7.1358,3.55555,0.77698,6.18655,6.1822,-0.23183,0.0003,-370.485,43.1457,0.87782,-1.24213,-0.07509,0.08619,0.01291,430.383,-608.992,-36.8134,59.8985,6.33227,0.89694,0.19121,2.42571,0.20323,1.86526,490.282,439.758,50.5239,211.009,-298.578,-18.049,29.3671,3.10459,64.17,-1.92,2.81389,66.09,148.846,3.83432,13.4202,81.7166,0.5763,0.82107,10.5658,30.0028,215.4
CHEMBL3732218,7.04,4.819,111.934,2,9,4,0,6,0,0,0,2,0,0,2,1,1,0,0,0,0,1.378,4.267,0,3.585,1.157,0,4.818,393.136,-6.885,4,6,26,5,1,20,0,1,3,6,0.151,0.163,94.672,64.86,0.70107,1.61336,10.2999,6.746,0.74632,4.67147,1.02696,1.62065,77.7913,3.78039,1.68802,9.87128,5.02378,0.78637,9.09579,8.92574,-1.75057,-0.00846,-212.728,43.2383,0.68528,-1.33699,-0.05761,0.24892,0.01771,393.389,-767.498,-33.0688,180.662,10.1696,0.88891,0.17819,2.71123,0.16785,1.33785,574.051,510.281,63.7702,225.826,-440.583,-18.9832,103.709,5.83785,73.6,17.63,3.80205,55.97,183.505,5.00417,17.5146,111.65,0.6384,0.83459,9.98529,28.153,299.09
CHEMBL3732227,5.96,2.048,92.249,2,2,2,0,4,0,1,1,2,0,1,4,3,0,0,0,0,0,1.249,2.133,-0.308,3.956,1.239,0,1.824,337.131,-3.834,3,7,23,5,4,20,0,0,2,7,0.274,0.283,152.705,99.17,0.66153,1.35771,7.43462,5.23123,0.5489,3.36715,1.26171,1.73669,74.6778,3.26184,2.33634,9.4746,5.23497,0.72107,3.19672,1.72643,2.69044,0.00033,-327.751,64.6695,0.79745,-1.73444,-0.10057,0.18379,0.01681,439.336,-955.536,-55.4051,111.585,9.26432,0.74295,0.18199,9.86699,0.24053,2.26576,550.921,409.31,141.611,242.039,-526.425,-30.5239,61.4746,5.10391,33.84,-3,3.07212,36.84,216.151,4.89809,17.1433,95.6281,0.49041,0.83074,11.3744,32.5157,259.3
CHEMBL3732229,6.9,3.715,92.563,2,2,2,0,4,0,0,0,3,0,1,2,2,0,1,0,0,2,1.404,2.528,0,5.611,1.505,-0.703,3.514,318.125,-5.428,2,5,22,5,3,19,0,0,2,6,0.205,0.206,110.779,70.07,0.72004,1.47728,7.06283,5.15476,0.60583,3.16992,0.90909,1.6329,66.949,3.55034,2.47424,8.74089,4.99671,0.79614,2.80384,0.74401,2.70333,-0.00222,-488.062,57.3439,0.91193,-1.60705,-0.08759,0.0605,0.0092,540.231,-952.015,-51.8879,52.1697,5.45594,0.81833,0.21598,11.3394,0.20867,2.06645,592.401,484.782,107.619,320.033,-563.974,-30.7385,30.9053,3.2321,148.32,5.04,3.41438,143.28,195.932,5.15514,18.043,99.8451,0.51831,0.84249,10.6764,30.2168,266.16
CHEMBL3732267,6.41,2.859,97.923,2,2,2,0,4,0,1,1,2,1,0,3,3,0,0,0,0,2,1.363,2.459,-0.62,3.985,1.622,0,2.668,346.131,-5.437,3,7,24,5,5,19,0,0,2,7,0.294,0.287,169.735,104.96,0.69118,1.47728,7.55442,5.22903,0.53566,3.32826,1.08333,1.7002,73.109,3.50162,2.31302,10.2222,6.0464,0.76372,3.14243,2.97759,1.00441,0.00059,-464.97,76.9272,0.86417,-1.9214,-0.10438,0.12847,0.01612,551.678,-1226.59,-66.6318,86.7079,10.2954,0.6981,0.14076,7.26611,0.31297,3.62842,638.386,445.663,192.723,352.184,-783.038,-42.5368,55.3531,6.57246,155.17,26.97,4.07608,128.2,235.113,5.87088,20.5481,108.073,0.43867,0.83818,11.9896,34.1149,279.2
CHEMBL3732279,5,3.067,113.916,2,6,3,0,5,0,0,0,2,0,0,7,1,2,0,1,0,0,1.527,3.851,0,3.247,8.119,0,1.743,393.216,-5.309,5,7,25,4,1,27,0,1,3,8,0.125,0.172,81.6022,72.4,0.66266,1.3402,10.5464,7.18169,0.6002,5.26555,1.31947,1.51987,85.1128,3.53851,1.57348,11.0395,5.62663,0.72839,10.0775,8.43483,-5.50779,0.27062,-90.0063,44.5249,0.57104,-1.24917,-0.05142,0.33857,0.01887,361.723,-791.274,-32.5681,271.717,11.9568,0.85409,0.15839,2.95293,0.1681,1.38042,633.44,541.019,92.4215,229.13,-501.225,-20.6299,172.116,7.57391,61.1,11.26,3.74554,49.84,381.754,4.37759,18.2841,115.327,0.47974,0.73964,13.1476,40.0961,334.76
CHEMBL3732308,5.36,4.879,99.824,4,7,2,0,5,0,0,0,2,0,0,1,1,1,0,0,0,0,3.64,3.683,0,3.626,0.751,0,4.879,352.109,-6.284,3,5,25,4,2,17,0,1,3,4,0.157,0.18,87.5414,62.83,0.70317,1.47728,9.65132,6.07829,0.67999,4.42747,0.94039,1.62571,68.2798,3.70346,1.94941,7.93499,3.57525,0.79749,5.94542,5.29879,2.69645,0.00058,-294.816,39.1752,0.77658,-1.33851,-0.06058,0.15161,0.01292,413.889,-713.37,-32.2855,119.072,6.8897,0.88485,0.2017,3.02573,0.19553,1.60574,532.961,471.593,61.3687,220.587,-380.198,-17.2069,63.461,3.67194,70.89,17.3,3.12217,53.59,249.618,4.07937,14.2778,98.2225,0.56648,0.83024,12.144,34.6845,262.05
CHEMBL3732324,5.5,4.879,127.854,2,6,2,0,6,0,2,2,2,0,0,4,2,0,0,1,0,2,1.348,3.324,-0.558,3.99,2.007,0,4.688,447.146,-7.268,4,7,27,6,2,22,0,1,3,8,0.182,0.195,124.081,87.22,0.70968,1.86218,11.8866,7.56875,0.79141,5.31585,1.04718,1.64829,89.0077,3.95281,1.4772,11.6202,5.64446,0.79056,13.1076,12.883,-2.41593,-0.00184,-505.053,72.7037,0.82703,-1.97008,-0.0786,0.21464,0.01555,638.617,-1521.25,-60.69,133.564,12.0137,0.79512,0.11383,4.22025,0.20392,2.11793,772.181,613.983,158.198,493.128,-1174.68,-46.8636,103.136,9.27678,219.14,56.14,5.8119,163,238.683,7.17106,25.0987,138.324,0.48886,0.85097,11.2736,32.0736,358.77
CHEMBL3732463,5.7,5.447,104.022,4,7,2,0,5,0,0,0,2,0,0,1,1,1,0,0,0,0,3.91,3.815,0,3.64,0.763,0,5.447,369.07,-7.547,3,4,25,4,1,16,0,1,3,4,0.191,0.21,109.035,75.28,0.70317,1.47728,9.65974,6.89058,0.7846,5.27697,0.94039,1.71205,70.1941,3.70346,1.92666,7.93499,3.57525,0.79749,4.06467,3.76985,1.5198,-0.00011,-321.531,38.0263,0.79462,-1.25532,-0.05723,0.13867,0.01246,433.6,-684.984,-31.2244,112.068,6.80195,0.93524,0.22007,3.34835,0.19655,1.61405,545.668,510.331,35.3368,236.601,-373.774,-17.0381,61.152,3.7116,68.23,10.73,3.22147,57.5,264.929,4.00959,14.4346,101.111,0.57158,0.83417,12.255,36.0284,267.53
CHEMBL3732479,7.27,4.312,96.217,2,2,2,0,4,0,0,0,2,0,0,4,2,0,0,0,0,3,1.45,2.665,0,4.017,2.453,0,4.121,327.125,-6.2,2,5,23,4,2,18,0,0,2,7,0.205,0.208,115.714,73.63,0.68693,1.06903,7.3765,5.16934,0.47673,3.33905,1.04347,1.54888,63.5045,3.48008,2.38256,10.0957,5.5,0.76932,4.7133,4.70593,0.26351,-0.00012,-338.77,51.1011,0.77176,-1.22363,-0.06792,0.16124,0.01407,481.029,-762.674,-42.3298,142.259,8.77129,0.91192,0.17065,2.38887,0.20292,2.00945,623.288,568.39,54.8983,299.82,-475.366,-26.3836,88.6683,5.46704,152.91,5.95,3.92588,146.96,180.317,5.88086,20.583,104.57,0.4803,0.84304,10.5774,29.8805,271.31
CHEMBL3732552,5.57,3.92,97.2,2,2,2,0,4,0,0,0,4,0,1,2,2,0,0,0,0,2,1.396,2.509,0,7.258,1.498,0,3.719,332.14,-5.802,2,5,22,6,3,21,0,0,2,6,0.2,0.192,110.779,70.07,0.66425,2.62969,7.21316,6.01846,1.17394,3.25726,1.21739,1.60203,70.4895,3.30617,2.48049,8.39273,5.5,0.73087,2.94302,1.09777,2.68331,0.50605,-529.445,53.4703,0.92579,-1.64657,-0.07837,0.05157,0.00763,575.577,-1023.68,-48.7206,46.1315,4.74963,0.84271,0.21261,8.83892,0.20627,2.04264,621.708,523.925,97.7833,357.841,-636.431,-30.29,28.6803,2.95288,199.68,9.81,3.56696,189.87,207.374,3.56694,18.4959,101.558,0.4997,0.63771,10.9881,37.2146,284.34
CHEMBL3732578,5,5.494,105.188,4,9,2,0,5,0,0,0,2,0,0,1,1,1,0,0,0,0,3.788,3.724,0,3.636,0.752,0,5.494,363.114,-7.469,3,4,26,4,1,18,0,0,4,4,0.115,0.13,66.2207,47.04,0.6934,1.47728,9.90132,6.36052,0.69116,4.62215,1.01017,1.54915,68.1628,3.69026,1.9676,8.56632,3.93816,0.78508,5.82901,5.22441,2.58513,0.0003,-333.682,36.9784,0.80463,-1.34311,-0.05524,0.12657,0.01228,440.678,-735.584,-30.2523,106.996,6.72607,0.93825,0.20827,3.07965,0.20481,1.73135,547.674,513.86,33.8147,241.348,-402.861,-16.5684,58.599,3.68369,57.32,-1.79,3.19024,59.11,272.857,4.11362,14.3977,102.893,0.5793,0.83333,12.3365,35.2849,271.99
CHEMBL3732615,7.15,2.977,107.824,2,2,2,0,4,0,0,0,2,0,0,7,2,0,0,2,0,1,1.337,2.221,0,4.176,6.893,0,2.189,373.178,-3.707,2,7,24,5,2,24,0,0,3,6,0.174,0.198,105.964,80.11,0.72148,1.56183,9.13565,6.86261,0.85845,4.8468,0.98498,1.54887,77.4436,3.71545,1.68403,9.97229,5.5177,0.79044,14.0182,11.2378,8.3796,0.04065,-171.657,47.9181,0.63256,-1.25016,-0.06085,0.28464,0.01316,409.56,-809.432,-39.3919,237.903,8.5262,0.89291,0.1537,1.00857,0.18515,1.69934,647.463,578.13,69.3337,265.175,-524.077,-25.5048,154.034,5.5204,85.58,0.35,3.96097,85.23,354.2,4.75844,18.5149,112.741,0.42368,0.78225,14.372,42.9503,314.87
CHEMBL3732639,5.98,3.369,94.557,2,2,2,0,4,0,0,0,2,1,0,4,2,0,0,0,0,2,1.505,2.787,0,4.039,2.723,0,2.23,317.141,-5.612,2,5,22,4,4,20,0,0,2,7,0.23,0.221,127.809,75.86,0.66229,1.06903,7.1265,5.0499,0.47673,3.24659,1.19384,1.53402,64.4291,3.26558,2.43169,9.33333,4.99671,0.73228,5.36956,-3.39742,4.1581,0.00123,-363.239,55.552,0.80469,-1.38112,-0.08415,0.11717,0.00904,479.654,-823.243,-50.1579,116.416,5.39414,0.80882,0.19198,11.3373,0.23898,2.36651,596.07,482.118,113.952,285.907,-490.71,-29.8976,69.3918,3.21528,132.25,9.52,3.43582,122.73,209.065,5.40676,18.9237,100.228,0.47239,0.83567,11.2119,32.0513,268.56
